Code Domaine,Domaine,Code zone (FAO),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"FBS","Bilans Alimentaires (2010-)","91","Guyana","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","136","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","175.37","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1230","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","27.76","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","91","Guyana","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","3.83","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","484","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1388","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","228","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","2","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1642","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","157","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","23","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","21","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","2","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5171","Alimentation pour touristes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1439","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","131.07","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1007","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","24.91","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","93","Haïti","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","5.6","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","766","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1007","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-102","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","95","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1780","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","451","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","13","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","35","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","35","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5171","Alimentation pour touristes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","2","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1244","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","131.98","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1172","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","29.66","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","95","Honduras","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","11.19","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","14020","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","616","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-1032","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","8278","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","7390","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","4169","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","388","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","119","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1562","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","18","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1134","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","116.54","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","877","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","27.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","97","Hongrie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","3.86","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","3","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","85","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-7","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","94","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","7","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5171","Alimentation pour touristes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","10","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","0","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","76","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","118.94","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","805","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","16.09","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","25","Îles Salomon","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","3.13","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","310806","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","5802","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","10359","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","19780","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","286469","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","16524","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","7420","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","12751","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1061","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","242","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5171","Alimentation pour touristes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-31","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","248502","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","100","Inde","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","185.63","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1385","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","33.2","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","100","Inde","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","5.71","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","84232","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","12115","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-2445","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","589","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","98202","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","6443","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","929","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","3969","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","193","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","16739","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5171","Alimentation pour touristes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","14","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","776","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","69140","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","261.25","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1756","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","36.29","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","101","Indonésie","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","6.65","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","18138","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","12167","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-1498","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","759","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","31045","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","13413","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5527","Semences","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","241","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5123","Pertes","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","945","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5131","Traitement","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","72","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5154","Autres utilisations (non alimentaire)","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","30","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5170","Résidus","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","-8","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","5142","Nourriture","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","16353","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","645","Disponibilité alimentaire en quantité (kg/personne/an)","2905","Cèrèales - Excl Bière","2017","2017","kg","202.7","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","664","Disponibilité alimentaire (Kcal/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","Kcal/personne/jour","1573","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","674","Disponibilité de protéines en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","44.41","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","102","Iran (République islamique d')","684","Disponibilité de matière grasse en quantité (g/personne/jour)","2905","Cèrèales - Excl Bière","2017","2017","g/personne/jour","8.18","Fc","Donnée calculée"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5511","Production","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","3734","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5611","Importations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","4987","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5072","Variation de stock","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","28","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5911","Exportations - Quantité","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5301","Disponibilité intérieure","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","8693","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
"FBS","Bilans Alimentaires (2010-)","103","Iraq","5521","Aliments pour animaux","2905","Cèrèales - Excl Bière","2017","2017","Milliers de tonnes","1801","A","Agrégat, peut inclure des données officielles, semi-officielles, estimées ou calculées"
